날짜,시간,15분,30분,45분,60분,평균,생산량,기온,풍속,습도,강수량,전기요금(계절),day,d,m,공장인원,인건비,target
20210212.0,7.0,92.0,90.0,68.0,32.0,71.0,0.0,4.8,1.5,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,92.0
20210212.0,7.0,92.0,90.0,68.0,32.0,71.0,0.0,4.8,1.5,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,90.0
20210212.0,7.0,92.0,90.0,68.0,32.0,71.0,0.0,4.8,1.5,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,68.0
20210212.0,7.0,92.0,90.0,68.0,32.0,71.0,0.0,4.8,1.5,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,32.0
20210212.0,8.0,22.0,22.0,24.0,23.0,23.0,0.0,4.8,0.5,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,8.0,22.0,22.0,24.0,23.0,23.0,0.0,4.8,0.5,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,8.0,22.0,22.0,24.0,23.0,23.0,0.0,4.8,0.5,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,24.0
20210212.0,8.0,22.0,22.0,24.0,23.0,23.0,0.0,4.8,0.5,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,23.0
20210212.0,9.0,24.0,24.0,24.0,28.0,25.0,0.0,6.8,0.7,76.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,24.0
20210212.0,9.0,24.0,24.0,24.0,28.0,25.0,0.0,6.8,0.7,76.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,24.0
20210212.0,9.0,24.0,24.0,24.0,28.0,25.0,0.0,6.8,0.7,76.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,24.0
20210212.0,9.0,24.0,24.0,24.0,28.0,25.0,0.0,6.8,0.7,76.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,28.0
20210212.0,10.0,29.0,25.0,25.0,25.0,26.0,0.0,8.7,0.3,71.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,29.0
20210212.0,10.0,29.0,25.0,25.0,25.0,26.0,0.0,8.7,0.3,71.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,25.0
20210212.0,10.0,29.0,25.0,25.0,25.0,26.0,0.0,8.7,0.3,71.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,25.0
20210212.0,10.0,29.0,25.0,25.0,25.0,26.0,0.0,8.7,0.3,71.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,25.0
20210212.0,11.0,24.0,25.0,29.0,27.0,26.0,0.0,11.1,1.3,54.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,24.0
20210212.0,11.0,24.0,25.0,29.0,27.0,26.0,0.0,11.1,1.3,54.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,25.0
20210212.0,11.0,24.0,25.0,29.0,27.0,26.0,0.0,11.1,1.3,54.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,29.0
20210212.0,11.0,24.0,25.0,29.0,27.0,26.0,0.0,11.1,1.3,54.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,27.0
20210212.0,12.0,25.0,25.0,24.0,24.0,25.0,0.0,12.7,1.2,45.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,25.0
20210212.0,12.0,25.0,25.0,24.0,24.0,25.0,0.0,12.7,1.2,45.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,25.0
20210212.0,12.0,25.0,25.0,24.0,24.0,25.0,0.0,12.7,1.2,45.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,24.0
20210212.0,12.0,25.0,25.0,24.0,24.0,25.0,0.0,12.7,1.2,45.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,24.0
20210212.0,13.0,27.0,22.0,22.0,21.0,23.0,0.0,13.8,1.9,41.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,27.0
20210212.0,13.0,27.0,22.0,22.0,21.0,23.0,0.0,13.8,1.9,41.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,22.0
20210212.0,13.0,27.0,22.0,22.0,21.0,23.0,0.0,13.8,1.9,41.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,22.0
20210212.0,13.0,27.0,22.0,22.0,21.0,23.0,0.0,13.8,1.9,41.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,21.0
20210212.0,14.0,22.0,23.0,22.0,22.0,22.0,0.0,15.4,1.3,35.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,22.0
20210212.0,14.0,22.0,23.0,22.0,22.0,22.0,0.0,15.4,1.3,35.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,23.0
20210212.0,14.0,22.0,23.0,22.0,22.0,22.0,0.0,15.4,1.3,35.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,22.0
20210212.0,14.0,22.0,23.0,22.0,22.0,22.0,0.0,15.4,1.3,35.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,22.0
20210212.0,15.0,22.0,23.0,23.0,22.0,23.0,0.0,14.9,3.2,46.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,22.0
20210212.0,15.0,22.0,23.0,23.0,22.0,23.0,0.0,14.9,3.2,46.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,23.0
20210212.0,15.0,22.0,23.0,23.0,22.0,23.0,0.0,14.9,3.2,46.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,23.0
20210212.0,15.0,22.0,23.0,23.0,22.0,23.0,0.0,14.9,3.2,46.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,22.0
20210212.0,16.0,26.0,27.0,23.0,23.0,25.0,0.0,14.4,2.8,52.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,26.0
20210212.0,16.0,26.0,27.0,23.0,23.0,25.0,0.0,14.4,2.8,52.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,27.0
20210212.0,16.0,26.0,27.0,23.0,23.0,25.0,0.0,14.4,2.8,52.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,23.0
20210212.0,16.0,26.0,27.0,23.0,23.0,25.0,0.0,14.4,2.8,52.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,23.0
20210212.0,17.0,23.0,22.0,22.0,23.0,23.0,0.0,13.5,2.5,58.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,23.0
20210212.0,17.0,23.0,22.0,22.0,23.0,23.0,0.0,13.5,2.5,58.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,22.0
20210212.0,17.0,23.0,22.0,22.0,23.0,23.0,0.0,13.5,2.5,58.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,22.0
20210212.0,17.0,23.0,22.0,22.0,23.0,23.0,0.0,13.5,2.5,58.0,0.0,109.8,5.0,12.0,2.0,0.0,1.0,23.0
20210212.0,18.0,22.0,22.0,22.0,22.0,22.0,0.0,12.0,1.1,67.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,18.0,22.0,22.0,22.0,22.0,22.0,0.0,12.0,1.1,67.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,18.0,22.0,22.0,22.0,22.0,22.0,0.0,12.0,1.1,67.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,18.0,22.0,22.0,22.0,22.0,22.0,0.0,12.0,1.1,67.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,19.0,23.0,22.0,26.0,27.0,25.0,0.0,10.8,0.5,75.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,23.0
20210212.0,19.0,23.0,22.0,26.0,27.0,25.0,0.0,10.8,0.5,75.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,19.0,23.0,22.0,26.0,27.0,25.0,0.0,10.8,0.5,75.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,26.0
20210212.0,19.0,23.0,22.0,26.0,27.0,25.0,0.0,10.8,0.5,75.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,27.0
20210212.0,20.0,23.0,22.0,22.0,23.0,23.0,0.0,10.0,0.6,75.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,23.0
20210212.0,20.0,23.0,22.0,22.0,23.0,23.0,0.0,10.0,0.6,75.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,20.0,23.0,22.0,22.0,23.0,23.0,0.0,10.0,0.6,75.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,20.0,23.0,22.0,22.0,23.0,23.0,0.0,10.0,0.6,75.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,23.0
20210212.0,21.0,23.0,23.0,22.0,23.0,23.0,0.0,9.0,1.0,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,23.0
20210212.0,21.0,23.0,23.0,22.0,23.0,23.0,0.0,9.0,1.0,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,23.0
20210212.0,21.0,23.0,23.0,22.0,23.0,23.0,0.0,9.0,1.0,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,21.0,23.0,23.0,22.0,23.0,23.0,0.0,9.0,1.0,81.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,23.0
20210212.0,22.0,23.0,23.0,22.0,22.0,23.0,0.0,8.2,0.0,84.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,23.0
20210212.0,22.0,23.0,23.0,22.0,22.0,23.0,0.0,8.2,0.0,84.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,23.0
20210212.0,22.0,23.0,23.0,22.0,22.0,23.0,0.0,8.2,0.0,84.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,22.0,23.0,23.0,22.0,22.0,23.0,0.0,8.2,0.0,84.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,23.0,26.0,27.0,22.0,22.0,24.0,0.0,5.1,2.6,55.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,26.0
20210212.0,23.0,26.0,27.0,22.0,22.0,24.0,0.0,5.1,2.6,55.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,27.0
20210212.0,23.0,26.0,27.0,22.0,22.0,24.0,0.0,5.1,2.6,55.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210212.0,23.0,26.0,27.0,22.0,22.0,24.0,0.0,5.1,2.6,55.0,0.0,109.8,5.0,12.0,2.0,0.0,1.5,22.0
20210213.0,0.0,71.0,64.0,65.0,65.0,66.0,0.0,7.9,1.4,68.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,71.0
20210213.0,0.0,71.0,64.0,65.0,65.0,66.0,0.0,7.9,1.4,68.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,64.0
20210213.0,0.0,71.0,64.0,65.0,65.0,66.0,0.0,7.9,1.4,68.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,65.0
20210213.0,0.0,71.0,64.0,65.0,65.0,66.0,0.0,7.9,1.4,68.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,65.0
20210213.0,1.0,97.0,106.0,111.0,110.0,106.0,0.0,7.9,1.4,68.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,97.0
20210213.0,1.0,97.0,106.0,111.0,110.0,106.0,0.0,7.9,1.4,68.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,106.0
20210213.0,1.0,97.0,106.0,111.0,110.0,106.0,0.0,7.9,1.4,68.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,111.0
20210213.0,1.0,97.0,106.0,111.0,110.0,106.0,0.0,7.9,1.4,68.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,110.0
20210213.0,2.0,107.0,100.0,98.0,111.0,104.0,0.0,6.9,0.4,76.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,107.0
20210213.0,2.0,107.0,100.0,98.0,111.0,104.0,0.0,6.9,0.4,76.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,100.0
20210213.0,2.0,107.0,100.0,98.0,111.0,104.0,0.0,6.9,0.4,76.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,98.0
20210213.0,2.0,107.0,100.0,98.0,111.0,104.0,0.0,6.9,0.4,76.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,111.0
20210213.0,3.0,95.0,112.0,112.0,107.0,107.0,0.0,6.0,0.1,84.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,95.0
20210213.0,3.0,95.0,112.0,112.0,107.0,107.0,0.0,6.0,0.1,84.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,112.0
20210213.0,3.0,95.0,112.0,112.0,107.0,107.0,0.0,6.0,0.1,84.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,112.0
20210213.0,3.0,95.0,112.0,112.0,107.0,107.0,0.0,6.0,0.1,84.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,107.0
20210213.0,4.0,105.0,108.0,113.0,109.0,109.0,0.0,4.6,1.2,80.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,105.0
20210213.0,4.0,105.0,108.0,113.0,109.0,109.0,0.0,4.6,1.2,80.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,108.0
20210213.0,4.0,105.0,108.0,113.0,109.0,109.0,0.0,4.6,1.2,80.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,113.0
20210213.0,4.0,105.0,108.0,113.0,109.0,109.0,0.0,4.6,1.2,80.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,109.0
20210213.0,5.0,80.0,73.0,97.0,110.0,90.0,0.0,4.8,0.4,73.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,80.0
20210213.0,5.0,80.0,73.0,97.0,110.0,90.0,0.0,4.8,0.4,73.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,73.0
20210213.0,5.0,80.0,73.0,97.0,110.0,90.0,0.0,4.8,0.4,73.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,97.0
20210213.0,5.0,80.0,73.0,97.0,110.0,90.0,0.0,4.8,0.4,73.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,110.0
20210213.0,6.0,104.0,96.0,106.0,103.0,102.0,0.0,5.0,0.4,64.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,104.0
20210213.0,6.0,104.0,96.0,106.0,103.0,102.0,0.0,5.0,0.4,64.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,96.0
20210213.0,6.0,104.0,96.0,106.0,103.0,102.0,0.0,5.0,0.4,64.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,106.0
20210213.0,6.0,104.0,96.0,106.0,103.0,102.0,0.0,5.0,0.4,64.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,103.0
20210213.0,7.0,92.0,90.0,68.0,32.0,71.0,0.0,4.7,0.4,62.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,92.0
20210213.0,7.0,92.0,90.0,68.0,32.0,71.0,0.0,4.7,0.4,62.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,90.0
20210213.0,7.0,92.0,90.0,68.0,32.0,71.0,0.0,4.7,0.4,62.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,68.0
20210213.0,7.0,92.0,90.0,68.0,32.0,71.0,0.0,4.7,0.4,62.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,32.0
20210213.0,8.0,22.0,22.0,24.0,23.0,23.0,0.0,5.0,1.1,61.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,8.0,22.0,22.0,24.0,23.0,23.0,0.0,5.0,1.1,61.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,8.0,22.0,22.0,24.0,23.0,23.0,0.0,5.0,1.1,61.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,24.0
20210213.0,8.0,22.0,22.0,24.0,23.0,23.0,0.0,5.0,1.1,61.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,23.0
20210213.0,9.0,24.0,24.0,24.0,28.0,25.0,0.0,8.9,0.6,58.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,24.0
20210213.0,9.0,24.0,24.0,24.0,28.0,25.0,0.0,8.9,0.6,58.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,24.0
20210213.0,9.0,24.0,24.0,24.0,28.0,25.0,0.0,8.9,0.6,58.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,24.0
20210213.0,9.0,24.0,24.0,24.0,28.0,25.0,0.0,8.9,0.6,58.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,28.0
20210213.0,10.0,29.0,25.0,25.0,25.0,26.0,0.0,13.1,1.0,41.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,29.0
20210213.0,10.0,29.0,25.0,25.0,25.0,26.0,0.0,13.1,1.0,41.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,25.0
20210213.0,10.0,29.0,25.0,25.0,25.0,26.0,0.0,13.1,1.0,41.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,25.0
20210213.0,10.0,29.0,25.0,25.0,25.0,26.0,0.0,13.1,1.0,41.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,25.0
20210213.0,11.0,24.0,25.0,29.0,27.0,26.0,0.0,15.3,2.2,27.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,24.0
20210213.0,11.0,24.0,25.0,29.0,27.0,26.0,0.0,15.3,2.2,27.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,25.0
20210213.0,11.0,24.0,25.0,29.0,27.0,26.0,0.0,15.3,2.2,27.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,29.0
20210213.0,11.0,24.0,25.0,29.0,27.0,26.0,0.0,15.3,2.2,27.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,27.0
20210213.0,12.0,25.0,25.0,24.0,24.0,25.0,0.0,16.3,2.8,23.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,25.0
20210213.0,12.0,25.0,25.0,24.0,24.0,25.0,0.0,16.3,2.8,23.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,25.0
20210213.0,12.0,25.0,25.0,24.0,24.0,25.0,0.0,16.3,2.8,23.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,24.0
20210213.0,12.0,25.0,25.0,24.0,24.0,25.0,0.0,16.3,2.8,23.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,24.0
20210213.0,13.0,27.0,22.0,22.0,21.0,23.0,0.0,17.0,2.7,21.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,27.0
20210213.0,13.0,27.0,22.0,22.0,21.0,23.0,0.0,17.0,2.7,21.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,22.0
20210213.0,13.0,27.0,22.0,22.0,21.0,23.0,0.0,17.0,2.7,21.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,22.0
20210213.0,13.0,27.0,22.0,22.0,21.0,23.0,0.0,17.0,2.7,21.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,21.0
20210213.0,14.0,22.0,23.0,22.0,22.0,22.0,0.0,17.0,3.1,32.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,22.0
20210213.0,14.0,22.0,23.0,22.0,22.0,22.0,0.0,17.0,3.1,32.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,23.0
20210213.0,14.0,22.0,23.0,22.0,22.0,22.0,0.0,17.0,3.1,32.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,22.0
20210213.0,14.0,22.0,23.0,22.0,22.0,22.0,0.0,17.0,3.1,32.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,22.0
20210213.0,15.0,22.0,23.0,23.0,22.0,23.0,0.0,16.8,2.5,38.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,22.0
20210213.0,15.0,22.0,23.0,23.0,22.0,23.0,0.0,16.8,2.5,38.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,23.0
20210213.0,15.0,22.0,23.0,23.0,22.0,23.0,0.0,16.8,2.5,38.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,23.0
20210213.0,15.0,22.0,23.0,23.0,22.0,23.0,0.0,16.8,2.5,38.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,22.0
20210213.0,16.0,26.0,27.0,23.0,23.0,25.0,0.0,16.4,2.4,37.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,26.0
20210213.0,16.0,26.0,27.0,23.0,23.0,25.0,0.0,16.4,2.4,37.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,27.0
20210213.0,16.0,26.0,27.0,23.0,23.0,25.0,0.0,16.4,2.4,37.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,23.0
20210213.0,16.0,26.0,27.0,23.0,23.0,25.0,0.0,16.4,2.4,37.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,23.0
20210213.0,17.0,23.0,22.0,22.0,23.0,23.0,0.0,14.9,2.1,45.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,23.0
20210213.0,17.0,23.0,22.0,22.0,23.0,23.0,0.0,14.9,2.1,45.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,22.0
20210213.0,17.0,23.0,22.0,22.0,23.0,23.0,0.0,14.9,2.1,45.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,22.0
20210213.0,17.0,23.0,22.0,22.0,23.0,23.0,0.0,14.9,2.1,45.0,0.0,109.8,6.0,13.0,2.0,0.0,1.0,23.0
20210213.0,18.0,22.0,22.0,22.0,22.0,22.0,0.0,13.3,1.6,41.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,18.0,22.0,22.0,22.0,22.0,22.0,0.0,13.3,1.6,41.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,18.0,22.0,22.0,22.0,22.0,22.0,0.0,13.3,1.6,41.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,18.0,22.0,22.0,22.0,22.0,22.0,0.0,13.3,1.6,41.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,19.0,23.0,22.0,26.0,27.0,25.0,0.0,11.8,1.3,57.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,23.0
20210213.0,19.0,23.0,22.0,26.0,27.0,25.0,0.0,11.8,1.3,57.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,19.0,23.0,22.0,26.0,27.0,25.0,0.0,11.8,1.3,57.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,26.0
20210213.0,19.0,23.0,22.0,26.0,27.0,25.0,0.0,11.8,1.3,57.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,27.0
20210213.0,20.0,23.0,22.0,22.0,23.0,23.0,0.0,10.9,1.3,65.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,23.0
20210213.0,20.0,23.0,22.0,22.0,23.0,23.0,0.0,10.9,1.3,65.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,20.0,23.0,22.0,22.0,23.0,23.0,0.0,10.9,1.3,65.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,20.0,23.0,22.0,22.0,23.0,23.0,0.0,10.9,1.3,65.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,23.0
20210213.0,21.0,23.0,23.0,22.0,23.0,23.0,0.0,9.7,0.9,72.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,23.0
20210213.0,21.0,23.0,23.0,22.0,23.0,23.0,0.0,9.7,0.9,72.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,23.0
20210213.0,21.0,23.0,23.0,22.0,23.0,23.0,0.0,9.7,0.9,72.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,21.0,23.0,23.0,22.0,23.0,23.0,0.0,9.7,0.9,72.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,23.0
20210213.0,22.0,23.0,23.0,22.0,22.0,23.0,0.0,9.3,0.8,76.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,23.0
20210213.0,22.0,23.0,23.0,22.0,22.0,23.0,0.0,9.3,0.8,76.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,23.0
20210213.0,22.0,23.0,23.0,22.0,22.0,23.0,0.0,9.3,0.8,76.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,22.0,23.0,23.0,22.0,22.0,23.0,0.0,9.3,0.8,76.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,23.0,26.0,27.0,22.0,22.0,24.0,0.0,8.9,0.3,83.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,26.0
20210213.0,23.0,26.0,27.0,22.0,22.0,24.0,0.0,8.9,0.3,83.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,27.0
20210213.0,23.0,26.0,27.0,22.0,22.0,24.0,0.0,8.9,0.3,83.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210213.0,23.0,26.0,27.0,22.0,22.0,24.0,0.0,8.9,0.3,83.0,0.0,109.8,6.0,13.0,2.0,0.0,1.5,22.0
20210214.0,0.0,23.0,22.0,23.0,22.0,23.0,0.0,9.1,0.7,81.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,23.0
20210214.0,0.0,23.0,22.0,23.0,22.0,23.0,0.0,9.1,0.7,81.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,22.0
20210214.0,0.0,23.0,22.0,23.0,22.0,23.0,0.0,9.1,0.7,81.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,23.0
20210214.0,0.0,23.0,22.0,23.0,22.0,23.0,0.0,9.1,0.7,81.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,22.0
20210214.0,1.0,22.0,22.0,22.0,21.0,22.0,0.0,8.4,0.0,89.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,22.0
20210214.0,1.0,22.0,22.0,22.0,21.0,22.0,0.0,8.4,0.0,89.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,22.0
20210214.0,1.0,22.0,22.0,22.0,21.0,22.0,0.0,8.4,0.0,89.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,22.0
20210214.0,1.0,22.0,22.0,22.0,21.0,22.0,0.0,8.4,0.0,89.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,21.0
20210214.0,2.0,22.0,24.0,27.0,25.0,25.0,0.0,8.2,0.7,92.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,22.0
20210214.0,2.0,22.0,24.0,27.0,25.0,25.0,0.0,8.2,0.7,92.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,24.0
20210214.0,2.0,22.0,24.0,27.0,25.0,25.0,0.0,8.2,0.7,92.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,27.0
20210214.0,2.0,22.0,24.0,27.0,25.0,25.0,0.0,8.2,0.7,92.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,25.0
20210214.0,3.0,22.0,22.0,22.0,22.0,22.0,0.0,8.2,0.3,92.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,22.0
20210214.0,3.0,22.0,22.0,22.0,22.0,22.0,0.0,8.2,0.3,92.0,0.0,109.8,7.0,14.0,2.0,0.0,1.5,22.0
